,Rotation Index,Orientation Matrix,wR2,alpha,beta,omega
16,91,"[[-0.23917058840742816, -0.09095316486950054, 0.9771214187720516], [0.98076688065443, -0.07526686373917528, 0.2342060960339203], [0.050695454468268814, 1.0044587234030697, 0.10734929265393386]]",0.0765611082315445,0.004339998696130544,0.010769444474213154,0.0001949292278711325
17,24,"[[-0.29330466989395476, -0.08924512166025911, 0.962414003382535], [0.42576300765568215, 0.8917608541548474, 0.2142469327253285], [-0.8684450037462511, 0.4687184232601622, -0.22170652896956253]]",0.06639666855335236,0.0036757338599982337,-0.003474014633791915,0.0015037354345892899
18,72,"[[-0.3274506575595841, -0.11025498496924589, 0.9491350433308204], [0.9216883337576381, 0.22944370589330376, 0.3462354341261896], [-0.2542351606139995, 0.9788047154954386, 0.027007866027737023]]",0.034644439816474915,0.0,0.0,0.0
19,70,"[[-0.279566591034455, -0.06599833517644486, 0.9683608889470902], [0.9191025786043401, 0.3072124532360032, 0.2878869118253689], [-0.314117457440123, 0.961349674353384, -0.024225060266977627]]",0.054318975657224655,0.1509398261638275,-0.4669809954442547,0.00992480561627254
20,39,"[[-0.285050353677312, -0.07756810934846622, 0.9659018147142131], [0.6429882936976334, 0.7387027432909715, 0.2509402288468686], [-0.725824966041169, 0.6864677533017984, -0.1590925405345674]]",0.0678240954875946,6.024269519137857e-05,-4.373132373988308e-05,-4.8290975196922496e-05
21,45,"[[-0.28213852393835404, -0.0704547217771449, 0.9672999647715963], [0.7232594816338176, 0.6564860766396011, 0.26062582595756667], [-0.6471431973885571, 0.7661800043956524, -0.13277195319014495]]",0.07027905434370041,0.0,0.0,0.0
22,77,"[[-0.31496954148503525, -0.09351366689071001, 0.9551381013556508], [0.9420098366443534, 0.16432172999260802, 0.3282223650936324], [-0.18669618158004023, 0.9935422243870352, 0.03686057539221559]]",0.06721432507038116,-0.0026582443901286435,0.020395445628651435,0.000808084228504772
23,97,"[[-0.30170203983746047, -0.08321569522981986, 0.9603575404990116], [0.9516209308751706, -0.19159820757777107, 0.2833608934321153], [0.15766530405183757, 0.9895873859047575, 0.13686134136372224]]",0.08058015257120132,0.019833238331634716,0.028715453613652624,-0.04908437456100223
24,36,"[[-0.28332436615294704, -0.07606575217537401, 0.9665276568997921], [0.5993144521464867, 0.7784195606453483, 0.23879995053601735], [-0.7629438184380688, 0.6412528197104438, -0.17329372712315]]",0.03750390559434891,-0.0003695947923484505,0.00033031572216336304,-2.1554756250541374e-05
25,94,"[[-0.2841600027811749, -0.09371090317137548, 0.9647357806346065], [0.9637616348383111, -0.14187947978121715, 0.27117469794101523], [0.10924090790282572, 0.9969818204587654, 0.13054396606907587]]",0.08664420992136002,0.004591147297348204,0.04784125861089579,0.00703652566699133
26,43,"[[-0.2994574599077564, -0.09413940580778052, 0.9600524307040198], [0.6852614600084861, 0.6872759940567261, 0.28300903608171846], [-0.6798636965597414, 0.7359868710950391, -0.13978250819111532]]",0.090827077627182,-0.2930873781588245,0.31251710051351866,-0.06387745795340266
27,80,"[[-0.294288618491334, -0.09087359651914127, 0.9619632305693339], [0.9579173132131608, 0.10826986766661836, 0.30470098296328463], [-0.1314722219487483, 1.001453835377522, 0.055600292141418664]]",0.10165952891111374,-0.03249560059530501,0.00012588655592467692,0.04941613158416498
28,62,"[[-0.3178231720170709, -0.10025840408362174, 0.9535034761595002], [0.8670215928342415, 0.39939132502602687, 0.33273023522888906], [-0.410702859821475, 0.9237488491435769, -0.039032802541072886]]",0.06225959211587906,-0.47905887222461185,1.111412816811081,-0.05586657662367121
29,3,"[[-0.29444624393156266, -0.0924668122554329, 0.9617626620398455], [0.08794115052876773, 0.9998694334774492, 0.1245529704741504], [-0.9628364487961744, 0.12085312958569815, -0.28427489200225675]]",0.10286560654640198,0.00039772371896836965,-5.306969761205958e-05,0.00024460424423683783
30,86,"[[-0.3588972103080527, -0.08799807168138216, 0.9400470056193189], [0.9441788651904622, -0.0008979805480135968, 0.36170408998905335], [-0.03177692775050825, 1.007548777144189, 0.0835815514703095]]",0.07062764465808868,0.000423604574315156,-0.0022401969230353815,-0.00026725578336571864
31,23,"[[-0.30178151857978086, -0.10685005780043799, 0.9579913243370842], [0.4033431112528793, 0.898485227451405, 0.2290727323818622], [-0.8762007527001198, 0.4518261606796672, -0.2261572259296208]]",0.07833265513181686,0.008381603115662991,-0.004602102159470833,0.005545637240791795
32,78,"[[-0.3154448126989566, -0.09402425581471868, 0.9549311490554078], [0.945710289525659, 0.14231808219371161, 0.3278863101286529], [-0.16600776346507296, 0.996887177657913, 0.04449583840222745]]",0.05188325047492981,0.001666452169573581,-0.010974755205415979,-0.0006885650904387098
33,73,"[[-0.2919692440344682, -0.07921433668031108, 0.9636967564739315], [0.9356021722677111, 0.23279524414771965, 0.3041489138743484], [-0.24679121507523538, 0.9810485698794907, 0.006900081663874055]]",0.04442537575960159,0.06210718830675191,0.1944630584687631,-0.2901959240786799
34,48,"[[-0.30511338256681836, -0.09163412572422076, 0.9585081633907206], [0.7249227826194482, 0.6404116510465765, 0.29383578438994573], [-0.6347486269165574, 0.7773891285417206, -0.12745844784579288]]",0.04567457363009453,-0.0007930192586265757,0.0009199365968843593,-0.00010793209103500731
35,98,"[[-0.26568706083454174, -0.09471590038731889, 0.9698855196832734], [0.9599922317031562, -0.20362618919564224, 0.24405936349004995], [0.17151414070858997, 0.9861222024162252, 0.14487026619459312]]",0.049694232642650604,-0.05621722705733766,-0.08667715209803645,-0.022617319893867012
36,57,"[[-0.29364241401471336, -0.09231270659765166, 0.9620103330343406], [0.8250543051647078, 0.5002535107881247, 0.30161843592622867], [-0.5045437785806296, 0.8741462611676488, -0.06960212580911827]]",0.189678356051445,0.0,0.0,0.0
